ASGS_Structure,Census_Code_2021,AGSS_Code_2021,Census_Name_2021,Area sqkm
UCL,UCL121101,121101,Salt Ash (L),18.7063
UCL,UCL121102,121102,Scotts Head (L),1.2851
UCL,UCL121103,121103,Smithtown - Gladstone (L),3.0847
UCL,UCL121104,121104,Stroud (L),3.037
UCL,UCL121105,121105,Stuarts Point (L),0.6872
UCL,UCL121106,121106,Tallwoods Village (L),2.4392
UCL,UCL121107,121107,The Rock (L),4.6353
UCL,UCL121108,121108,Tinonee (L),0.9539
UCL,UCL121109,121109,Tintenbar (L),6.2048
UCL,UCL121110,121110,Townsend (L),3.2202
UCL,UCL121111,121111,Trangie (L),1.9766
UCL,UCL121112,121112,Uranquinty (L),1.2288
UCL,UCL121113,121113,Walla Walla (L),1.3297
UCL,UCL121114,121114,Wallabi Point (L),0.3946
UCL,UCL121115,121115,Wallaga Lake (L),4.8895
UCL,UCL121116,121116,Wallalong (L),2.0561
UCL,UCL121117,121117,Wardell (L),1.4906
UCL,UCL121118,121118,Waterfall (L),0.3848
UCL,UCL121119,121119,Waterview Heights (L),6.6559
UCL,UCL121120,121120,Wilcannia (L),2.7965
UCL,UCL121121,121121,Wingello (L),3.2623
UCL,UCL121122,121122,Wongarbon (L),4.8846
UCL,UCL121123,121123,Woodburn (L),1.7525
UCL,UCL121124,121124,Wooli (L),2.1076
UCL,UCL121125,121125,Woombah (L),4.9042
UCL,UCL121126,121126,Wooroowoolgan (L),0.6058
UCL,UCL121127,121127,Yanderra (L),2.7434
UCL,UCL121128,121128,Yerrinbool (L),1.0485
UCL,UCL122001,122001,Abernethy (L),0.2698
UCL,UCL122002,122002,Adaminaby (L),2.0235
UCL,UCL122003,122003,Agnes Banks (L),0.5076
UCL,UCL122004,122004,Angourie (L),3.5357
UCL,UCL122005,122005,Ardlethan (L),1.6874
UCL,UCL122006,122006,Ariah Park (L),1.332
UCL,UCL122007,122007,Ashford (L),3.7364
UCL,UCL122008,122008,Ashley (L),1.0498
UCL,UCL122009,122009,Attunga (L),0.541
UCL,UCL122010,122010,Awaba (L),0.9941
UCL,UCL122011,122011,Balmoral (L),2.332
UCL,UCL122012,122012,Barellan (L),1.1447
UCL,UCL122013,122013,Barmedman (L),1.0656
UCL,UCL122014,122014,Bemboka (L),2.4432
UCL,UCL122015,122015,Berrima (L),0.9108
UCL,UCL122016,122016,Bilbul (L),0.5993
UCL,UCL122017,122017,Binalong (L),2.0991
UCL,UCL122018,122018,Binnaway (L),2.7384
UCL,UCL122019,122019,Bodalla (L),1.0239
UCL,UCL122020,122020,Bonalbo (L),0.6421
UCL,UCL122021,122021,Bonny Hills - West (L),1.058
UCL,UCL122022,122022,Bonville - East (L),7.1801
UCL,UCL122023,122023,Bonville (L),1.5102
UCL,UCL122024,122024,Bowning (L),2.0507
UCL,UCL122025,122025,Bredbo (L),1.7162
UCL,UCL122026,122026,Broke (L),0.6408
UCL,UCL122027,122027,Brooms Head (L),0.5866
UCL,UCL122028,122028,Bundarra (L),9.4067
UCL,UCL122029,122029,Burrawang (L),0.8062
UCL,UCL122030,122030,Candelo (L),0.9172
UCL,UCL122031,122031,Caniaba (L),0.4251
UCL,UCL122032,122032,Captains Flat (L),1.1837
UCL,UCL122033,122033,Cargo (L),1.0747
UCL,UCL122034,122034,Clarenza (L),0.4485
UCL,UCL122035,122035,Cobargo (L),1.6257
UCL,UCL122036,122036,Collarenebri (L),3.7675
UCL,UCL122037,122037,Collector (L),0.6887
UCL,UCL122038,122038,Conjola Park (L),1.0349
UCL,UCL122039,122039,Coopernook (L),0.6029
UCL,UCL122040,122040,Copmanhurst (L),1.8283
UCL,UCL122041,122041,Coramba (L),1.1453
UCL,UCL122042,122042,Couridjah (L),2.8149
UCL,UCL122043,122043,Cudal (L),0.9703
UCL,UCL122044,122044,Cullen Bullen (L),0.782
UCL,UCL122045,122045,Cumnock (L),1.8259
UCL,UCL122046,122046,Currarong (L),0.9635
UCL,UCL122047,122047,Dangar Island (L),0.3163
UCL,UCL122048,122048,Dareton (L),2.447
UCL,UCL122049,122049,Deepwater (L),1.3461
UCL,UCL122050,122050,Delegate (L),1.7304
UCL,UCL122051,122051,Delungra (L),0.8971
UCL,UCL122052,122052,Elizabeth Beach (L),4.8396
UCL,UCL122053,122053,Emmaville (L),5.6166
UCL,UCL122054,122054,Euston (L),1.4593
UCL,UCL122055,122055,Exeter (L) (NSW),1.2483
UCL,UCL122056,122056,Fairy Hill (L),2.7712
UCL,UCL122057,122057,Falls Creek (L) (NSW),2.0256
UCL,UCL122058,122058,Fishermans Paradise (L),0.9928
UCL,UCL122059,122059,Geurie (L),1.6984
UCL,UCL122060,122060,Gilgai (L),4.7106
UCL,UCL122061,122061,Goodooga (L),1.4455
UCL,UCL122062,122062,Goolgowi (L),5.0348
UCL,UCL122063,122063,Gresford (L),1.0257
UCL,UCL122064,122064,Gulargambone (L),5.4223
UCL,UCL122065,122065,Hat Head (L),1.2022
UCL,UCL122066,122066,Hinton (L),1.476
UCL,UCL122067,122067,Hyland Park (L),0.445
UCL,UCL122068,122068,Ivanhoe (L),11.49
UCL,UCL122069,122069,Kangaroo Valley (L),1.1172
UCL,UCL122070,122070,Kenthurst (L),0.5266
UCL,UCL122071,122071,Kew (L),0.387
UCL,UCL122072,122072,Khancoban (L),1.4075
UCL,UCL122073,122073,Kioloa (L),1.8294
UCL,UCL122074,122074,Koorawatha (L),1.7043
UCL,UCL122075,122075,Kurmond (L),0.3515
UCL,UCL122076,122076,Ladysmith (L),0.4147
UCL,UCL122077,122077,Lansdowne (L),0.8411
UCL,UCL122078,122078,Lennox Head - West (L),0.355
UCL,UCL122079,122079,Linden (L),0.8796
UCL,UCL122080,122080,Luddenham (L),0.4867
UCL,UCL122081,122081,Lyndhurst (L),2.7155
UCL,UCL122082,122082,Manning Point (L),0.8691
UCL,UCL122083,122083,Marrangaroo (L),3.0766
UCL,UCL122084,122084,Menangle Park (L),2.4124
UCL,UCL122085,122085,Mendooran (L),1.2712
UCL,UCL122086,122086,Menindee (L),7.6491
UCL,UCL122087,122087,Minnie Water (L),0.1674
UCL,UCL122088,122088,Mogo (L),1.7194
UCL,UCL122089,122089,Moonbi (L),2.5566
UCL,UCL122090,122090,Mooney Mooney (L),1.8146
UCL,UCL122091,122091,Moulamein (L),2.9977
UCL,UCL122092,122092,Mulbring (L),0.8966
UCL,UCL122093,122093,Mungindi (L),2.2911
UCL,UCL122094,122094,Mylestom (L),1.558
UCL,UCL122095,122095,Nana Glen (L),0.6944
UCL,UCL122096,122096,Nelligen (L),1.6658
UCL,UCL122097,122097,Nemingha (L),0.6187
UCL,UCL122098,122098,Nimbin (L),1.8788
UCL,UCL122099,122099,Nimmitabel (L),0.9694
UCL,UCL122100,122100,North Arm Cove (L),1.3045
UCL,UCL122101,122101,North Shore (L),2.8277
UCL,UCL122102,122102,Nundle (L),2.5155
UCL,UCL122103,122103,Oaklands (L),5.7485
UCL,UCL122104,122104,Orchard Hills (L),1.3259
UCL,UCL122105,122105,Otford (L),0.486
UCL,UCL122106,122106,Pallamallawa (L),0.8849
UCL,UCL122107,122107,Paterson (L),1.2791
UCL,UCL122108,122108,Patonga (L),0.324
UCL,UCL122109,122109,Perisher Village (L),6.0898
UCL,UCL122110,122110,Perthville (L),1.7555
UCL,UCL122111,122111,Picton - West (L),1.2508
UCL,UCL122112,122112,Pindimar (L),3.2772
UCL,UCL122113,122113,Rainbow Flat (L),2.2109
UCL,UCL122114,122114,Red Rock (L),1.2513
UCL,UCL122115,122115,Riverside (L),4.7458
UCL,UCL122116,122116,Rosedale - Guerilla Bay (L),6.4624
UCL,UCL122117,122117,Seaham (L),1.0536
UCL,UCL122118,122118,Seahampton (L),6.5545
UCL,UCL122119,122119,South Durras (L),5.1668
UCL,UCL122120,122120,South Pambula (L),5.1662
UCL,UCL122121,122121,Spring Hill (L),0.3552
UCL,UCL122122,122122,Stanwell Tops (L),1.2749
UCL,UCL122123,122123,Stockinbingal (L),1.4168
UCL,UCL122124,122124,Sutton (L),1.5699
UCL,UCL122125,122125,Talbingo (L),1.0361
UCL,UCL122126,122126,Tapitallee (L),0.8375
UCL,UCL122127,122127,Taralga (L),1.564
UCL,UCL122128,122128,Tarcutta (L),1.4253
UCL,UCL122129,122129,Tarraganda (L),5.996
UCL,UCL122130,122130,Telegraph Point (L),2.0602
UCL,UCL122131,122131,Thredbo Village (L),1.0856
UCL,UCL122132,122132,Tingha (L),2.404
UCL,UCL122133,122133,Tomago (L),34.9273
UCL,UCL122134,122134,Tomerong (L),0.7738
UCL,UCL122135,122135,Tooleybuc (L),1.1803
UCL,UCL122136,122136,Toomelah (L),2.0077
UCL,UCL122137,122137,Tottenham (L),1.3832
UCL,UCL122138,122138,Trundle (L),2.7058
UCL,UCL122139,122139,Tucabia (L),1.1315
UCL,UCL122140,122140,Tullamore (L),1.1672
UCL,UCL122141,122141,Tumbulgum (L),0.3383
UCL,UCL122142,122142,Tyalgum (L),0.5478
UCL,UCL122143,122143,Uki (L),0.4962
UCL,UCL122144,122144,Ulmarra (L),1.2971
UCL,UCL122145,122145,Ungarie (L),1.5248
UCL,UCL122146,122146,Urana (L),4.4258
UCL,UCL122147,122147,Urbenville (L),0.7666
UCL,UCL122148,122148,Wallabadah (L),6.4712
UCL,UCL122149,122149,Whitton (L),1.1817
UCL,UCL122150,122150,Wolumla (L),0.6066
UCL,UCL122151,122151,Woodenbong (L),0.8278
UCL,UCL122152,122152,Woodstock (L),1.281
UCL,UCL122153,122153,Woollamia (L),7.3256
UCL,UCL122154,122154,Wooloweyah (L),0.3335
UCL,UCL122155,122155,Wyalong (L),7.5454
UCL,UCL122156,122156,Yanco (L),1.2486
UCL,UCL122157,122157,Yarramundi (L),1.0936
UCL,UCL122158,122158,Yeoval (L),0.9658
UCL,UCL131001,131001,Remainder of State/Territory (NSW),793900.2706
UCL,UCL179997,179997,Migratory - Offshore - Shipping (NSW),0
UCL,UCL199994,199994,No usual address (NSW),0
UCL,UCL201001,201001,Melbourne,2880.5725
UCL,UCL203001,203001,Ballarat,132.2364
UCL,UCL203002,203002,Bendigo,162.3864
UCL,UCL203003,203003,Geelong,165.5844
UCL,UCL211001,211001,Albury - Wodonga (Wodonga Part),54.1941
UCL,UCL211002,211002,Melton,57.1001
UCL,UCL212001,212001,Bacchus Marsh,18.6125
UCL,UCL212002,212002,Echuca - Moama (Echuca Part),25.8493
UCL,UCL212003,212003,Mildura - Buronga (Mildura Part),41.3432
UCL,UCL212004,212004,Ocean Grove - Barwon Heads,20.4881
UCL,UCL212005,212005,Shepparton - Mooroopna,62.3414
UCL,UCL212006,212006,Sunbury,30.7094
UCL,UCL212007,212007,Torquay - Jan Juc,38.9895
UCL,UCL212008,212008,Traralgon,29.0976
UCL,UCL212009,212009,Warrnambool,52.4252
UCL,UCL213001,213001,Bairnsdale,25.9948
UCL,UCL213002,213002,Castlemaine,34.6881
UCL,UCL213003,213003,Colac,22.8529
UCL,UCL213004,213004,Drouin,21.9894
UCL,UCL213005,213005,Drysdale - Clifton Springs,18.8792
UCL,UCL213006,213006,Gisborne,20.8226
UCL,UCL213007,213007,Horsham,40.8043
UCL,UCL213008,213008,Lara,11.5223
UCL,UCL213009,213009,Leopold,5.5953
UCL,UCL213010,213010,Moe - Newborough,23.9071
UCL,UCL213011,213011,Morwell,14.2571
UCL,UCL213012,213012,Portland (Vic.),31.5141
UCL,UCL213013,213013,Sale,34.297
UCL,UCL213014,213014,Swan Hill,21.0529
UCL,UCL213015,213015,Wallan,22.6644
UCL,UCL213016,213016,Wangaratta,40.489
UCL,UCL213017,213017,Warragul,22.3108
UCL,UCL213018,213018,Yarrawonga - Mulwala (Yarrawonga Part),25.2981
UCL,UCL214001,214001,Ararat,13.6174
UCL,UCL214002,214002,Bannockburn,12.3144
UCL,UCL214003,214003,Benalla,25.531
UCL,UCL214004,214004,Cobram,9.0955
UCL,UCL214005,214005,Corowa - Wahgunyah (Wahgunyah Part),2.022
UCL,UCL214006,214006,Cowes,10.6988
UCL,UCL214007,214007,Diggers Rest,4.9025
UCL,UCL214008,214008,Hamilton,43.2603
UCL,UCL214009,214009,Healesville,18.9432
UCL,UCL214010,214010,Inverloch,6.4328
UCL,UCL214011,214011,Kilmore,16.4368
UCL,UCL214012,214012,Kyabram,9.1683
UCL,UCL214013,214013,Kyneton,7.2598
UCL,UCL214014,214014,Lakes Entrance,18.7888
UCL,UCL214015,214015,Leongatha,7.2414
UCL,UCL214016,214016,Maryborough (Vic.),10.0361
UCL,UCL214017,214017,Point Lonsdale - Queenscliff,11.2707
UCL,UCL214018,214018,Portarlington - St Leonards,17.1439
UCL,UCL214019,214019,Seymour,12.5439
UCL,UCL214020,214020,Stawell,18.9984
UCL,UCL214021,214021,Whittlesea,7.5377
UCL,UCL214022,214022,Wonthaggi,14.3255
UCL,UCL215001,215001,Aireys Inlet - Fairhaven,5.2172
UCL,UCL215002,215002,Alexandra,6.0511
UCL,UCL215003,215003,Anglesea,6.8919
UCL,UCL215004,215004,Apollo Bay,2.8591
UCL,UCL215005,215005,Avoca,5.3094
UCL,UCL215006,215006,Ballan,3.7
UCL,UCL215007,215007,Balnarring - Balnarring Beach,5.9013
UCL,UCL215008,215008,Baranduda,2.874
UCL,UCL215009,215009,Barham - Koondrook (Koondrook Part),2.695
UCL,UCL215010,215010,Beaconsfield Upper,10.0943
UCL,UCL215011,215011,Beaufort,4.0558
UCL,UCL215012,215012,Beechworth,7.9581
UCL,UCL215013,215013,Beveridge,6.5311
UCL,UCL215014,215014,Blind Bight,0.5433
UCL,UCL215015,215015,Bright,9.4725
UCL,UCL215016,215016,Broadford,9.0853
UCL,UCL215017,215017,Bunyip,4.5481
UCL,UCL215018,215018,Camperdown,4.693
UCL,UCL215019,215019,Cape Woolamai,1.9491
UCL,UCL215020,215020,Casterton,4.5158
UCL,UCL215021,215021,Chiltern,7.3339
UCL,UCL215022,215022,Churchill,6.1851
UCL,UCL215023,215023,Cobden,4.2598
UCL,UCL215024,215024,Cohuna,3.0671
UCL,UCL215025,215025,Corinella,1.8212
UCL,UCL215026,215026,Coronet Bay,4.0998
UCL,UCL215027,215027,Corryong,2.9552
UCL,UCL215028,215028,Creswick,14.8996
UCL,UCL215029,215029,Daylesford - Hepburn Springs,17.5977
UCL,UCL215030,215030,Dimboola,3.0833
UCL,UCL215031,215031,Donald,6.7831
UCL,UCL215032,215032,Euroa,6.9254
UCL,UCL215033,215033,Eynesbury,2.6036
UCL,UCL215034,215034,Foster,3.3291
UCL,UCL215035,215035,Garfield,1.8897
UCL,UCL215036,215036,Gembrook,2.2345
UCL,UCL215037,215037,Grantville - Pioneer Bay,3.2649
UCL,UCL215038,215038,Heathcote,6.4141
UCL,UCL215039,215039,Heyfield,3.6202
UCL,UCL215040,215040,Heywood,6.3732
UCL,UCL215041,215041,Kerang,9.2085
UCL,UCL215042,215042,Kinglake,6.2574
UCL,UCL215043,215043,Koo Wee Rup,2.5848
UCL,UCL215044,215044,Koroit,2.2702
UCL,UCL215045,215045,Korumburra,5.1856
UCL,UCL215046,215046,Lancefield,2.9386
UCL,UCL215047,215047,Lang Lang,2.6699
UCL,UCL215048,215048,Longwarry,1.889
UCL,UCL215049,215049,Lorne,4.6639
UCL,UCL215050,215050,Macedon,21.4148
UCL,UCL215051,215051,Maffra,5.5525
UCL,UCL215052,215052,Maldon,7.4621
UCL,UCL215053,215053,Mansfield,12.5884
UCL,UCL215054,215054,Merbein,4.7459
UCL,UCL215055,215055,Metung,7.9072
UCL,UCL215056,215056,Millgrove,2.419
UCL,UCL215057,215057,Mirboo North,5.964
UCL,UCL215058,215058,Mortlake,5.3528
UCL,UCL215059,215059,Mount Beauty - Tawonga,13.4519
UCL,UCL215060,215060,Myrtleford,11.3315
UCL,UCL215061,215061,Nagambie,3.3151
UCL,UCL215062,215062,Nathalia,2.6634
UCL,UCL215063,215063,Neerim South,2.5524
UCL,UCL215064,215064,Nhill,3.336
UCL,UCL215065,215065,Numurkah,6.1448
UCL,UCL215066,215066,Orbost,3.6551
UCL,UCL215067,215067,Ouyen,5.7216
UCL,UCL215068,215068,Paynesville,4.3329
UCL,UCL215069,215069,Port Fairy,9.2602
UCL,UCL215070,215070,Red Cliffs,3.4442
UCL,UCL215071,215071,Riddells Creek,11.1592
UCL,UCL215072,215072,Robinvale,5.8208
UCL,UCL215073,215073,Rochester,6.2259
UCL,UCL215074,215074,Romsey,6.567
UCL,UCL215075,215075,Rosedale,2.7081
UCL,UCL215076,215076,Rutherglen,5.4774
UCL,UCL215077,215077,San Remo,3.5848
UCL,UCL215078,215078,Seville,1.6319
UCL,UCL215079,215079,St Arnaud,5.3899
UCL,UCL215080,215080,Stratford,4.1673
UCL,UCL215081,215081,Tatura,8.2273
UCL,UCL215082,215082,Teesdale,13.1125
UCL,UCL215083,215083,Terang,9.6766
UCL,UCL215084,215084,Tongala,1.9103
UCL,UCL215085,215085,Tooradin,1.2502
UCL,UCL215086,215086,Trafalgar,3.0819
UCL,UCL215087,215087,Wandong - Heathcote Junction,5.3473
UCL,UCL215088,215088,Warburton (Vic.),9.7959
UCL,UCL215089,215089,Warracknabeal,6.9806
UCL,UCL215090,215090,Winchelsea,6.3783
UCL,UCL215091,215091,Wonga Park,2.2525
UCL,UCL215092,215092,Woodend,6.0499
UCL,UCL215093,215093,Woori Yallock - Launching Place,8.65
UCL,UCL215094,215094,Wurruk,3.0293
UCL,UCL215095,215095,Yallourn North,1.292
UCL,UCL215096,215096,Yarra Glen,2.7291
UCL,UCL215097,215097,Yarra Junction - Wesburn,9.0119
UCL,UCL215098,215098,Yarragon,1.2684
UCL,UCL215099,215099,Yarram,2.5519
UCL,UCL215100,215100,Yea,3.4727
UCL,UCL221001,221001,Allansford (L),1.1406
UCL,UCL221002,221002,Avenel (L),4.7904
UCL,UCL221003,221003,Barnawartha (L),1.9449
UCL,UCL221004,221004,Batesford (L),10.9641
UCL,UCL221005,221005,Birchip (L),3.7375
UCL,UCL221006,221006,Birregurra (L),1.3874
UCL,UCL221007,221007,Boolarra (L),1.3022
UCL,UCL221008,221008,Boort (L),2.358
UCL,UCL221009,221009,Briagolong (L),1.1186
UCL,UCL221010,221010,Bruthen (L),6.5978
UCL,UCL221011,221011,Bushfield - Woodford (L),3.4104
UCL,UCL221012,221012,Cabarita (L),4.6987
UCL,UCL221013,221013,Cannons Creek (L),1.2631
UCL,UCL221014,221014,Cape Paterson (L),1.4157
UCL,UCL221015,221015,Cape Schanck (L),4.5612
UCL,UCL221016,221016,Cardigan Village (L),1.7293
UCL,UCL221017,221017,Carisbrook (L),4.2154
UCL,UCL221018,221018,Charlton (L),6.1952
UCL,UCL221019,221019,Clunes (L) (Vic.),3.9939
UCL,UCL221020,221020,Coleraine (L),5.074
UCL,UCL221021,221021,Dalyston (L),0.7871
UCL,UCL221022,221022,Dunkeld (L),6.419
UCL,UCL221023,221023,Dunolly (L),4.7289
UCL,UCL221024,221024,Eagle Point (L),6.8654
UCL,UCL221025,221025,Edenhope (L),5.9777
UCL,UCL221026,221026,Eildon (L),4.0015
UCL,UCL221027,221027,Elmore (L),2.0102
UCL,UCL221028,221028,Flinders (L),3.006
UCL,UCL221029,221029,Glengarry (L),1.0943
UCL,UCL221030,221030,Golden Beach - Paradise Beach (L),9.8671
UCL,UCL221031,221031,Gordon (L),1.3015
UCL,UCL221032,221032,Harcourt (L),2.2796
UCL,UCL221033,221033,Hopetoun (L) (Vic.),3.2452
UCL,UCL221034,221034,Hopetoun Park (L),7.4241
UCL,UCL221035,221035,Inglewood (L) (Vic.),3.5256
UCL,UCL221036,221036,Inverleigh (L),4.1039
UCL,UCL221037,221037,Kaniva (L),2.9539
UCL,UCL221038,221038,Kinglake West (L),6.1292
UCL,UCL221039,221039,Lake Boga (L),11.1946
UCL,UCL221040,221040,Lake Tyers Beach (L),1.1196
UCL,UCL221041,221041,Lethbridge (L),2.8499
UCL,UCL221042,221042,Lindenow (L),1.3932
UCL,UCL221043,221043,Loch Sport (L),6.2093
UCL,UCL221044,221044,Mallacoota (L),6.4063
UCL,UCL221045,221045,Malmsbury (L),3.0342
UCL,UCL221046,221046,Marong (L),2.6635
UCL,UCL221047,221047,Maryknoll (L),3.366
UCL,UCL221048,221048,Meeniyan (L),1.8264
UCL,UCL221049,221049,Moriac (L),1.4157
UCL,UCL221050,221050,Murchison (L),2.8335
UCL,UCL221051,221051,Murtoa (L),3.1153
UCL,UCL221052,221052,Nar Nar Goon (L),0.8426
UCL,UCL221053,221053,Newlands Arm (L),1.685
UCL,UCL221054,221054,Newstead (L),3.3163
UCL,UCL221055,221055,Nichols Point (L),1.7888
UCL,UCL221056,221056,Nyah West (L),1.0712
UCL,UCL221057,221057,Nyora (L),2.4499
UCL,UCL221058,221058,Oxley (L),1.5126
UCL,UCL221059,221059,Porepunkah (L),1.8889
UCL,UCL221060,221060,Raymond Island (L),7.5986
UCL,UCL221061,221061,Rhyll (L),0.9184
UCL,UCL221062,221062,Rushworth (L),4.5501
UCL,UCL221063,221063,Sea Lake (L),2.321
UCL,UCL221064,221064,Seville East (L),0.7478
UCL,UCL221065,221065,Shoreham (L),2.8636
UCL,UCL221066,221066,Smythesdale (L),5.9201
UCL,UCL221067,221067,Strathmerton (L),1.3106
UCL,UCL221068,221068,Sunset Strip (L),1.1012
UCL,UCL221069,221069,Surf Beach - Sunderland Bay (L),1.5868
UCL,UCL221070,221070,Tallangatta (L),1.6035
UCL,UCL221071,221071,Timboon (L),2.9754
UCL,UCL221072,221072,Toongabbie (L),1.5312
UCL,UCL221073,221073,Traralgon South (L),4.8251
UCL,UCL221074,221074,Trentham (L),2.3458
UCL,UCL221075,221075,Ventnor (L),2.873
UCL,UCL221076,221076,Venus Bay (L),17.3263
UCL,UCL221077,221077,Violet Town (L),2.4536
UCL,UCL221078,221078,Warneet (L),0.6319
UCL,UCL221079,221079,Wedderburn (L),4.0193
UCL,UCL221080,221080,Werribee South (L),0.5022
UCL,UCL221081,221081,Wycheproof (L),2.6669
UCL,UCL221082,221082,Wyndham Harbour (L),0.3096
UCL,UCL221083,221083,Yackandandah (L),5.7804
UCL,UCL221084,221084,Yinnar (L),1.2363
UCL,UCL222001,222001,Arcadia Downs (L),2.4145
UCL,UCL222002,222002,Arthurs Seat (L),8.8149
UCL,UCL222003,222003,Axedale (L),1.5193
UCL,UCL222004,222004,Baw Baw Village (L),4.3028
UCL,UCL222005,222005,Beeac (L),0.6004
UCL,UCL222006,222006,Bellbridge (L),0.573
UCL,UCL222007,222007,Bethanga (L),0.9925
UCL,UCL222008,222008,Blackwood (L),5.9593
UCL,UCL222009,222009,Bridgewater (L),2.4622
UCL,UCL222010,222010,Bulla (L),0.6731
UCL,UCL222011,222011,Buln Buln (L),0.6877
UCL,UCL222012,222012,Bundalong (L),3.1506
UCL,UCL222013,222013,Buxton (L) (Vic.),1.2929
UCL,UCL222014,222014,Dales Creek (L),2.0794
UCL,UCL222015,222015,Darnum (L),1.2917
UCL,UCL222016,222016,Dartmoor (L),3.3961
UCL,UCL222017,222017,Derrinallum (L),2.4769
UCL,UCL222018,222018,Dinner Plain (L),0.6106
UCL,UCL222019,222019,Don Valley (L),2.343
UCL,UCL222020,222020,Dookie (L),1.0937
UCL,UCL222021,222021,East Warburton (L),1.295
UCL,UCL222022,222022,Eldorado (L),3.4507
UCL,UCL222023,222023,Enfield (L),2.4184
UCL,UCL222024,222024,Falls Creek (L) (Vic.),2.7315
UCL,UCL222025,222025,Fish Creek (L),0.839
UCL,UCL222026,222026,Glenrowan - North (L),0.9584
UCL,UCL222027,222027,Glenrowan (L),0.8852
UCL,UCL222028,222028,Goornong (L),1.1411
UCL,UCL222029,222029,Goroke (L),0.9433
UCL,UCL222030,222030,Guildford (L),1.5171
UCL,UCL222031,222031,Gunbower (L),1.2551
UCL,UCL222032,222032,Halls Gap (L),4.5145
UCL,UCL222033,222033,Harrietville (L),1.9683
UCL,UCL222034,222034,Hazeldene (L),2.2256
UCL,UCL222035,222035,Jeparit (L),2.2326
UCL,UCL222036,222036,Katamatite (L),0.6518
UCL,UCL222037,222037,Katandra West (L),0.4919
UCL,UCL222038,222038,Kialla West (L),0.5466
UCL,UCL222039,222039,Kiewa (L),1.1682
UCL,UCL222040,222040,Kilcunda (L),2.1239
UCL,UCL222041,222041,Learmonth (L),1.4602
UCL,UCL222042,222042,Leitchville (L),0.8533
UCL,UCL222043,222043,Linton (L),2.3763
UCL,UCL222044,222044,Lismore (L) (Vic.),5.5342
UCL,UCL222045,222045,Little River (L),0.5754
UCL,UCL222046,222046,Lockington (L),0.7727
UCL,UCL222047,222047,Macarthur (L),1.4799
UCL,UCL222048,222048,Manangatang (L),2.134
UCL,UCL222049,222049,Marengo (L),2.5949
UCL,UCL222050,222050,Marlo (L),2.4622
UCL,UCL222051,222051,Marysville (L),2.0867
UCL,UCL222052,222052,Meredith (L),1.9796
UCL,UCL222053,222053,Merrigum (L),1.334
UCL,UCL222054,222054,Milawa (L),1.1327
UCL,UCL222055,222055,Minyip (L),1.676
UCL,UCL222056,222056,Mount Buller (L),22.5762
UCL,UCL222057,222057,Mount Egerton (L),1.8086
UCL,UCL222058,222058,Mount Hotham (L),29.1484
UCL,UCL222059,222059,Moyhu (L),0.3907
UCL,UCL222060,222060,Murrayville (L),6.775
UCL,UCL222061,222061,Myrniong (L),0.9096
UCL,UCL222062,222062,Natimuk (L),1.1541
UCL,UCL222063,222063,Newhaven (L),0.8227
UCL,UCL222064,222064,Nilma (L),0.7998
UCL,UCL222065,222065,Noorat (L),1.2411
UCL,UCL222066,222066,Nyah (L),0.6947
UCL,UCL222067,222067,Omeo (L),1.7822
UCL,UCL222068,222068,Panton Hill (L),0.449
UCL,UCL222069,222069,Penshurst (L),3.7792
